"A","alpha_0","lambda_0","m","mu0","sigma","tau","tc"
1.31021834443013,3.65138391364762,-2.54396615295513,-1.15335486087711,0.240070872005515,0.512393100318072,121.293360337097,2045.2933603371
0.905631888488727,2.97073176002802,-2.43621257770811,-1.42484071804408,0.215302367567352,0.508897223719947,136.056590394322,2060.05659039432
0.929472359383129,3.02136523314898,-2.45533064537279,-1.48466804951937,0.140643990504175,0.522807781077697,157.633176417607,2081.63317641761
1.64887433871114,4.17214140595601,-2.63918897617431,-0.996777634424114,0.268370748325661,0.533271582588423,104.369134287925,2028.36913428792
0.775017053963888,2.54688520089454,-2.0924133841182,-1.45017655090011,0.192939034665578,0.511732829452679,150.138379693586,2074.13837969359
0.664306994816112,2.59527130542209,-2.53475923078746,-1.75685915288614,0.196508285417358,0.530049670595014,155.052346705021,2079.05234670502
0.550271569697595,2.79396221147276,-3.54653287077312,-2.33118355335828,0.207528571100741,0.543158330240677,198.428241326431,2122.42824132643
0.951472972390009,3.16840345325974,-2.6376945887942,-1.41490126141881,0.250097926787771,0.511090571954854,136.262173026202,2060.2621730262
0.743375265375741,2.99032467217425,-3.00724346824153,-1.79856214627176,0.212753545448749,0.5260420334023,162.926150198011,2086.92615019801
0.888837892224457,3.02753631788905,-2.57807870150481,-1.49022274764551,0.212864139386369,0.516607536730967,143.582640204554,2067.58264020455
0.967608784325114,3.60143924211792,-3.35113860704391,-1.59948876622549,0.261510896272327,0.533057251076114,136.87141271412,2060.87141271412
0.857628176631004,3.56359870483231,-3.70184774565375,-1.84491101683702,0.2326785504922,0.559514136008704,165.808288311779,2089.80828831178
0.518001315931782,2.44903332740245,-2.89466650675353,-2.1457743451799,0.218151432689141,0.512782950481963,176.697178743412,2100.69717874341
0.824061618587098,3.08029110316331,-2.87848416496302,-1.61394648416944,0.255022433740269,0.519328723112268,145.941877677082,2069.94187767708
0.877201112964659,3.23445394756788,-2.98155468122363,-1.58174594457294,0.261875717417696,0.516198375256484,135.352837812503,2059.3528378125
0.443355864974257,2.77759423605325,-4.35035958112577,-2.86909005945637,0.263375816702202,0.513663530451833,213.209683870263,2137.20968387026
0.734556846459731,2.64469169788255,-2.38048090170253,-1.57047618577531,0.229719204567111,0.509947944436566,143.332422836449,2067.33242283645
1.21032113318542,3.5666746529664,-2.62764313770024,-1.25896769159891,0.214473759257745,0.548410603594253,135.366212158861,2059.36621215886
0.736189719742111,2.90619370530703,-2.86813358916668,-1.73713443901973,0.236673145745972,0.527944238394594,154.584622800618,2078.58462280062
1.03424817989102,3.94400616924053,-3.76002224742771,-1.67070425176723,0.235997759376813,0.562198284758643,139.986019217006,2063.98601921701
0.684181373159325,2.51355706958656,-2.30858709032602,-1.61408296335447,0.22282547072039,0.482555619345935,151.710756485834,2075.71075648583
0.798312497310914,2.77279398946829,-2.40769953305552,-1.52995154750288,0.206707967917676,0.50839700250653,150.278012870695,2074.2780128707
1.33529188283763,3.62954317813425,-2.46642398026596,-1.14086992417831,0.218212395119967,0.525702629347816,124.130303115146,2048.13030311515
0.805088173369584,3.27270896777425,-3.32591644680425,-1.84846658926319,0.184049274233334,0.522613687051562,190.141644707308,2114.14164470731
0.684276448727744,2.55434115937225,-2.38378025818158,-1.62297404622885,0.243480048546345,0.483134206036222,143.054532653578,2067.05453265358
1.29890664885614,3.79165520175434,-2.76706743738113,-1.24311193961294,0.216444528549488,0.521218276271019,128.078356438553,2052.07835643855
0.57873847162159,2.95349632582548,-3.76817032839673,-2.31896851313636,0.232699010840368,0.521518128060687,187.077763229417,2111.07776322942
0.506130714017904,2.22459147148684,-2.44443138795412,-1.98874661587343,0.2088985871088,0.500797764616423,182.265506142843,2106.26550614284
1.45453791767132,3.78144804421086,-2.45771339772962,-1.09356241881424,0.206317081840125,0.508646813986958,117.057269021966,2041.05726902197
0.721379487745869,2.68913922594327,-2.50612538176796,-1.61875092002842,0.24513575239843,0.498630544298589,149.153255740088,2073.15325574009
1.20998965608047,4.4746368396478,-4.1368896721795,-1.56594824192619,0.283091052402379,0.534055101377088,127.050256457985,2051.05025645798
0.974026482707834,2.91251595309357,-2.17723781838102,-1.27839811300536,0.216692628776457,0.508471688587935,141.101013062385,2065.10101306239
0.949513926446305,3.00611035175943,-2.37929618388442,-1.36862763037454,0.214345651023371,0.513094017898713,143.800584816644,2067.80058481664
0.990116800730989,3.13283925006586,-2.47816261664967,-1.34712962567861,0.234925768065304,0.487666126363358,117.691461666477,2041.69146166648
1.58030990624746,3.71788485057889,-2.18670206829666,-0.957861157153599,0.218453955433158,0.499172833048436,110.809738522478,2034.80973852248
1.72861359234558,4.2853364494198,-2.65590131971128,-0.982082267397486,0.257447627657016,0.537134139703092,109.034805839857,2033.03480583986
0.817630763037361,3.04338562209227,-2.83202285905635,-1.59151574148905,0.269584500621829,0.509035266629966,144.82154847638,2068.82154847638
0.900098588848214,3.09121392872199,-2.65404358797862,-1.48543405129634,0.231718917845395,0.521643310824086,143.603810734641,2067.60381073464
0.844138844360459,3.34395792518785,-3.31167517053975,-1.74606517102271,0.234626718426657,0.505372916156398,151.847984138661,2075.84798413866
1.37205164750682,3.84251877223971,-2.69030516122411,-1.15832160631282,0.241960511063017,0.544642816160059,111.946262501359,2035.94626250136
0.627980377496733,2.99875510447013,-3.57994154707183,-2.10576037254858,0.281858104022149,0.504390406217244,169.138750104866,2093.13875010487
0.808867051155666,3.07736536545857,-2.9269883038855,-1.66530865275648,0.236960305449813,0.492745172240164,152.939681874469,2076.93968187447
0.7527819138044,2.87460780462093,-2.74427755198921,-1.63163875222256,0.277684354448051,0.512925137346394,146.72079496138,2070.72079496138
0.453973547936763,2.27363591201477,-2.84676292478792,-2.29757600301818,0.206574208319116,0.510758309955413,195.188695617693,2119.18869561769
1.30016525111025,3.7606453918072,-2.71935697228564,-1.21813317093147,0.228085065018095,0.529109442297532,124.598223565356,2048.59822356536
0.676701930780142,2.62273179861606,-2.54126734925289,-1.69027628763649,0.247601882440859,0.506208115867898,148.171702526692,2072.17170252669
0.518857726538866,2.92749376348076,-4.12936885048813,-2.57592739508044,0.245167496393117,0.49935656915665,210.307775423735,2134.30777542373
0.714851848609824,2.94799186223957,-3.03932067768011,-1.80807442665529,0.253885592034277,0.511416709998453,154.177293247937,2078.17729324794
0.898391489594151,2.95673925886064,-2.43276654614045,-1.45156496633517,0.194008980606576,0.491063025957814,155.679873158424,2079.67987315842
0.5671660423039,2.89656963583279,-3.69826251460102,-2.29415539887331,0.259391022970428,0.519300349954951,176.61640087926,2100.61640087926
0.802481229181114,3.2789204498331,-3.34939900317194,-1.82502426712991,0.217964609494057,0.514841418279899,175.381112863366,2099.38111286337
0.814739354639184,3.05584432750525,-2.86539017072568,-1.64844890100613,0.226901976612,0.505946904858198,145.570446399939,2069.57044639994
0.894019371706998,3.1842686865522,-2.83538796502722,-1.55036090742516,0.230511402126876,0.520189878063874,132.461813422736,2056.46181342274
0.869459721298757,3.04586058029209,-2.66753779597729,-1.49933892350399,0.252243413020079,0.50513438869924,138.923516604164,2062.92351660416
0.676251318377038,2.97830588663799,-3.27921946816705,-1.95831063214399,0.243759667538188,0.522507391782547,165.31820945332,2089.31820945332
0.759170726493379,2.75718686399914,-2.50341561447038,-1.58206089681874,0.233859269607217,0.526536513182838,134.874000959037,2058.87400095904
0.615772080926394,2.78189313067493,-3.14196178675948,-1.95843195415372,0.300433961372797,0.49616517259355,151.219698196577,2075.21969819658
0.782091213600642,2.7310346816611,-2.38416897630699,-1.48609759473874,0.259884609234497,0.489700770390399,134.842944678883,2058.84294467888
0.684561357874671,2.16730354609674,-1.71540673706252,-1.37310673495603,0.20988032761019,0.47171261967106,124.862140374093,2048.86214037409
0.703193747960773,2.96410804835966,-3.12358313332182,-1.90406155152361,0.203542545466319,0.515366641246163,173.718718820825,2097.71871882083
0.945669450194712,3.30318254363224,-2.88446848798759,-1.50727364221483,0.239204761498074,0.529799331057488,142.241324288375,2066.24132428837
0.777659435398362,2.99420674994157,-2.88213376360667,-1.6738696570043,0.25127045809491,0.502903817144371,145.082107216972,2069.08210721697
1.30553353843861,3.46899593930831,-2.30440897775209,-1.11978072109022,0.208793320545333,0.521318429716764,122.021966741253,2046.02196674125
0.661616529305799,3.27362052636899,-4.04939677138538,-2.21245997429883,0.26149614784026,0.524647827489177,170.965180021161,2094.96518002116
0.715189588033781,2.64664714447837,-2.44856092166874,-1.60655247017203,0.243759103682544,0.496620943815949,137.406758468545,2061.40675846854
0.535206381129138,2.75581091730478,-3.54746041887334,-2.30413725704928,0.270393815890074,0.505836293365457,185.832434120663,2109.83243412066
0.499785127445175,2.57735860089869,-3.32281664301584,-2.34246339229989,0.236003292046795,0.490317097025774,173.758449280426,2097.75844928043
1.14305875923111,3.40474261405512,-2.53536228438523,-1.24573517781565,0.243576979831154,0.506831530461536,120.615104371444,2044.61510437144
0.553004468561281,2.79425422002232,-3.52974392161143,-2.26281656920175,0.263613485958541,0.479397712442077,172.27621814596,2096.27621814596
0.613810130873335,2.77238628372998,-3.13049806431112,-1.98324736480305,0.27509454280395,0.491323407846888,157.301844487006,2081.30184448701
0.910285812690041,3.14728176678699,-2.7204045096226,-1.4894301899726,0.239302545895414,0.537638018107804,142.499842191579,2066.49984219158
0.722064580174088,2.93747533902221,-2.98753103402582,-1.82152449793945,0.212556261370189,0.53004494371677,154.151475612288,2078.15147561229
0.858321462384856,3.32444786124742,-3.21906012679812,-1.7014050122288,0.235193341032927,0.53025668397195,143.519486075503,2067.5194860755
0.828666655657398,2.65309081868557,-2.12355922738607,-1.35604148965544,0.244777609660687,0.507934795511394,137.012236001962,2061.01223600196
0.609585605249935,3.01597760134001,-3.73045262775486,-2.2025379058875,0.271255418106286,0.530491037641205,162.875583055076,2086.87558305508
0.270992451594086,2.33165722732931,-5.01547680920317,-4.05625959964348,0.24581083370913,0.495094123024512,292.676709161752,2216.67670916175
0.83191933427863,3.22224798839238,-3.12015891171165,-1.70022546787119,0.236409405019725,0.536704109078452,141.003755911983,2065.00375591198
0.935529829612915,3.62684794412536,-3.51512736244042,-1.69606590278512,0.242326561742709,0.530993001722979,164.026571414963,2088.02657141496
0.861011616822809,3.30098419803015,-3.16386459332962,-1.6496163494851,0.267305637125837,0.529819473193216,135.032446782224,2059.03244678222
0.548984812552554,2.88148386462453,-3.78104688519806,-2.36202834516281,0.262346499768521,0.490400110149444,178.762353767635,2102.76235376763
0.698188616360139,3.212459041178,-3.69523823843151,-2.02166714945775,0.278899607076817,0.527694035650816,155.866547291099,2079.8665472911
0.630964257880083,3.2190691949652,-4.10578188564498,-2.27754289216734,0.273369584064396,0.504496113741135,193.161480338925,2117.16148033893
1.18608094219314,3.15004048961177,-2.09150040549631,-1.14537320194036,0.182546494580158,0.514980486601915,125.36054326561,2049.36054326561
0.723178557876281,2.61477223914111,-2.36353587510288,-1.59248390527191,0.215349174583061,0.517638592707632,137.6729651805,2061.6729651805
1.2994229173671,3.67042419325009,-2.59192245618014,-1.1781706140295,0.234157945130872,0.526890417747779,125.445867305677,2049.44586730568
0.874695654767297,2.86971602402089,-2.35375299215164,-1.45216846457276,0.188239835377211,0.496633947050022,147.109001465188,2071.10900146519
0.578286592772443,2.98385316848898,-3.84903430339653,-2.31533204971874,0.264576602653504,0.527871187650237,167.410079839773,2091.41007983977
0.720483029364816,2.91391797852383,-2.94625884285229,-1.77824850822942,0.243949003551506,0.520617854596661,151.040031457708,2075.04003145771
1.21514011317795,3.15486550348233,-2.04774252720378,-1.06684762763083,0.231301231611188,0.520641749529048,123.178559021934,2047.17855902193
0.782179940353072,3.08240760513677,-3.03678097392661,-1.7563927651356,0.214002693833463,0.524315613634724,162.884069473752,2086.88406947375
0.519226918795365,2.86264569984571,-3.94564500905374,-2.5212148327219,0.235427394617934,0.520300257133573,203.250509010709,2127.25050901071
0.617579091093646,3.14591275982327,-4.00627516181493,-2.30661372024693,0.240357837883623,0.536431222120025,190.478862657361,2114.47886265736
0.974886099115515,3.48914563772333,-3.12193837113099,-1.52167717919765,0.267837329671095,0.531802466764479,132.678550803275,2056.67855080327
0.730347651240087,2.95963393962931,-2.99837791007225,-1.8126430271854,0.213538569074971,0.541609686937138,166.189708066018,2090.18970806602
0.603549967670311,2.8669225089041,-3.40454192375615,-2.14584082054521,0.229209019959594,0.499270901088044,192.626561325667,2116.62656132567
0.527561077764818,2.58367841562039,-3.16332763953376,-2.20484740538482,0.243853346542299,0.497292785847719,175.664409952121,2099.66440995212
0.770807278048097,3.07308169300631,-3.06296767066244,-1.77517865210553,0.218239015659769,0.509264966367851,159.743879773149,2083.74387977315
1.0311605002926,3.12201766355462,-2.36311279591811,-1.29799128235361,0.215845633756307,0.511992222710305,127.389645191742,2051.38964519174
1.91114837243492,4.99827783464797,-3.26803267510094,-1.06788316493345,0.23978030765185,0.55563975254227,120.524022920363,2044.52402292036
0.821210724799523,2.82891384254303,-2.43626674824699,-1.49763460564796,0.22476974022419,0.488134662073661,139.479994324045,2063.47999432405
0.791163812101684,3.11550314425208,-3.06711445005938,-1.72893764159107,0.23999919335839,0.50885894293623,144.219607454047,2068.21960745405
1.20494853436671,3.25662867946138,-2.20043222872262,-1.16924155197427,0.182114371776028,0.540050640191307,130.768321883921,2054.76832188392
0.822980965087296,2.57364754999916,-2.01209444464918,-1.34963800428189,0.213975043394226,0.518271788473245,128.62401667069,2052.62401667069
0.88346456549045,2.81532937452283,-2.24289682819677,-1.36580048681981,0.227545463031563,0.51032053327573,134.260906764455,2058.26090676445
0.820066825497528,3.67186713192256,-4.11021633094151,-1.99182395629202,0.246936970108624,0.514652148159179,158.668663091504,2082.6686630915
0.551285395151647,2.99415607231569,-4.06548525692343,-2.45430082936997,0.261312624793876,0.517107442185749,197.820370672484,2121.82037067248
0.642662047858512,2.8917395681875,-3.25293743347913,-2.0120296771168,0.237783874051661,0.540494303297533,163.217742744215,2087.21774274422
1.41615690727451,3.6962853575248,-2.41190177692715,-1.0745500080823,0.230490887646739,0.512154228392897,117.459023057109,2041.45902305711
0.686610110598423,2.64176677589851,-2.54108248280769,-1.68794170972835,0.235833322943429,0.523921122007273,149.816030503738,2073.81603050374
0.480879153457826,2.20645017680475,-2.53100095300173,-2.06421559587608,0.229968047705654,0.486343950631897,174.686846082423,2098.68684608242
0.767549542581974,3.0930860890756,-3.11614463421142,-1.76902372263618,0.245886011184201,0.526697448110961,157.525183754215,2081.52518375421
0.547744920381862,2.6695541315832,-3.25266332752326,-2.1850813851688,0.251777481292358,0.505824228039145,164.870493777316,2088.87049377732
1.06248016586996,3.3203236399601,-2.59405997123979,-1.31816315801695,0.244371252797867,0.513986711246723,128.228414344167,2052.22841434417
1.15434835908093,3.1957781261421,-2.21185349967918,-1.11521650588791,0.269018201512949,0.49213079554778,117.463840153975,2041.46384015398
0.954737365934626,2.96779001311416,-2.30633519651708,-1.32132711977023,0.232917072929243,0.518945895113462,136.279762385578,2060.27976238558
0.77447335447817,3.39758346022598,-3.72626550108332,-1.93188852874072,0.261591363485675,0.548294563546256,156.700423597105,2080.7004235971
