"tau_OU","A_OU","tau_t","A_t","tau"
52.2911723232331,0.479289090467535,104.061813168421,0.206207435468138,35
73.4893373321029,0.283607214499099,133.60224959265,0.143938891578458,35
76.6498160906577,0.403101220396336,123.12158485905,0.238199033311457,35
34.08324328811,0.841841400278521,78.4772871443724,0.262650755372697,35
105.019605788022,0.18705225639222,113.597464520978,0.170782218219053,35
107.000679576792,0.282743242046681,117.716309994245,0.250544155332532,35
73.7789146114318,0.385518686233429,102.877606783564,0.259576726911584,35
36.6998016425249,1.13147759109038,34.7774967356216,0.88815032571921,35
37.6604141180832,0.911782347455165,117.437132094735,0.233742894372393,35
34.7497267002167,0.933274875225784,33.5241140537453,0.914854123843469,35
34.9989755735654,0.90534545108484,36.3196261119178,0.791693888134171,35
29.5092723821865,1.07155844038849,34.1763247763116,0.98103775715183,35
113.775831499476,0.171967443964112,131.65571432166,0.140060431970852,35
39.288039825278,1.05075975810157,41.2448890915632,0.932278248297702,35
87.7317417070606,0.245913535223405,94.5757879040524,0.21357659169553,35
98.3377165486849,0.185449459283195,134.288915780175,0.129768601543125,35
45.8528017084133,0.576753859184973,112.495879196068,0.200546878457638,35
92.3399702565719,0.284969791166446,44.6298823718555,0.65314632146407,35
31.2499611281574,1.27691690344445,40.7493003847728,0.842943188038301,35
33.7463767829589,1.21516298710983,32.662950295748,1.20216778038855,35
39.6281805434366,0.549258733069514,123.471405490765,0.139332811452454,35
49.0037236005719,0.671420098364763,93.5398550288418,0.314814393233618,35
55.9915983623025,0.355980011752941,119.457307835991,0.146259291124004,35
89.8234735041398,0.281872615408877,118.28786437114,0.204152821402406,35
34.2383825341007,0.999116703838404,35.3520971779648,0.902916175376485,35
81.9061040248031,0.330510047689175,120.241785665075,0.215373063080778,35
111.757807787397,0.210189064115864,124.668683243999,0.184333531313461,35
42.0390285799757,0.796026506917299,87.2995289257953,0.324014122203064,35
36.3434711104032,0.909441977397663,41.4643112169866,0.718253703592381,35
117.013394662839,0.262992203231259,120.302535497312,0.253163276789793,35
139.237475341988,0.174809977725092,139.241015261925,0.174336437004103,35
74.3004092365324,0.270524628644864,103.251011764439,0.1894255265118,35
43.9403631139238,0.822702332636044,85.2127376530748,0.365525176614878,35
63.9386681531535,0.484885885398027,81.7481282748701,0.345885917897364,35
36.9886417268788,1.18103469352615,37.3094505407843,1.13028295810171,35
128.709264221014,0.173681357114532,139.589149346187,0.154196689380439,35
102.548147007722,0.20797585166284,148.142390839442,0.142478910131009,35
134.677367972944,0.196165609098935,139.056989751166,0.184833887661933,35
33.9993587188068,0.920986269680616,74.8780484103459,0.329837094494877,35
39.9562395514172,0.728003478578035,138.562140381449,0.169047037556974,35
