"Model","Parameter","Type","N","ARE"
"Linear","mu","Closed",1500,0.0576720357899044
"Linear","mu","Closed",4500,0.0306334123731343
"Linear","mu","Closed",15000,0.000716190954128021
"Linear","mu","Closed",30000,0.0211915053012149
"Linear","mu","Closed",150,0.000137304187318763
"Linear","mu","Closed",1500,0.0145563142700519
"Linear","mu","Closed",4500,0.040545056024042
"Linear","mu","Closed",15000,0.0182838308107045
"Linear","mu","Closed",30000,0.99588978163802
"Linear","mu","Closed",150,0.0374967411054312
"Linear","mu","Closed",1500,0.00353526808129289
"Linear","mu","Closed",4500,0.0264148277897365
"Linear","mu","Closed",15000,0.0316941317941869
"Linear","mu","Closed",30000,0.00430332681869495
"Linear","mu","Closed",150,0.0435078175919622
"Linear","mu","Closed",1500,0.0053475663944812
"Linear","mu","Closed",4500,0.020226816461746
"Linear","mu","Closed",15000,0.0215672352962198
"Linear","mu","Closed",30000,0.0127526327880828
"Linear","mu","Closed",150,0.000747260046768477
"Linear","mu","Closed",1500,0.0146672563802567
"Linear","mu","Closed",4500,0.0330398764951393
"Linear","mu","Closed",15000,0.033956285171087
"Linear","mu","Closed",30000,0.00809719914731873
"Linear","mu","Closed",150,0.00066631946191111
"Linear","mu","Closed",1500,0.0213501747669897
"Linear","mu","Closed",4500,0.00778788683813785
"Linear","mu","Closed",15000,0.0297702375386834
"Linear","mu","Closed",30000,0.0465541849181967
"Linear","mu","Closed",150,0.0116134506110368
"Linear","mu","Closed",1500,0.0181681941318972
"Linear","mu","Closed",4500,0.0288835370560851
"Linear","mu","Closed",15000,0.0256972801325859
"Linear","mu","Closed",30000,0.0104362729372449
"Linear","mu","Closed",150,0.0325395601662499
"Linear","mu","Closed",1500,0.99963999509176
"Linear","mu","Closed",4500,0.0180047454581307
"Linear","mu","Closed",15000,0.0218374240341498
"Linear","mu","Closed",30000,0.0244013095691686
"Linear","mu","Closed",150,0.0569895265792177
"Linear","mu","Closed",1500,0.0120560974357785
"Linear","mu","Closed",4500,0.0134258595358155
"Linear","mu","Closed",15000,0.0431049548877543
"Linear","mu","Closed",30000,1.00002888214886
"Linear","mu","Closed",150,0.0416644298312281
"Linear","mu","Closed",1500,0.00658758980595523
"Linear","mu","Closed",4500,0.0253626349465401
"Linear","mu","Closed",15000,0.0213443957452941
"Linear","mu","Closed",30000,0.0437598899453255
"Linear","mu","Closed",150,0.0342502235752111
"Linear","mu","Closed",1500,0.0073348496197637
"Linear","mu","Closed",4500,0.00279950492049037
"Linear","mu","Closed",15000,0.0458919451894332
"Linear","mu","Closed",30000,0.0021622883748294
"Linear","mu","Closed",150,0.0219140492487783
"Linear","mu","Closed",1500,0.0248714729369247
"Linear","mu","Closed",4500,0.0458659904027201
"Linear","mu","Closed",15000,0.0203042758243841
"Linear","mu","Closed",30000,0.0237100420249219
"Linear","mu","Closed",150,0.0385450774887247
"Linear","mu","Closed",1500,1.44980457231076
"Linear","mu","Closed",4500,0.0114668842956054
"Linear","mu","Closed",15000,0.0204983463132968
"Linear","mu","Closed",30000,0.0232746332192248
"Linear","mu","Closed",150,0.0318033447148854
"Linear","mu","Closed",1500,0.00166435915361526
"Linear","mu","Closed",4500,0.0386087571311281
"Linear","mu","Closed",15000,0.0123750252841891
"Linear","mu","Closed",30000,0.184290577696778
"Linear","mu","Closed",150,0.014967111034291
"Linear","mu","Closed",1500,0.0338689004320897
"Linear","mu","Closed",4500,0.0697054033376949
"Linear","mu","Closed",15000,0.0233087423350092
"Linear","mu","Closed",30000,0.0554467742930344
"Linear","mu","Closed",150,0.0144641776695103
"Linear","mu","Closed",1500,0.0285641185642471
"Linear","mu","Closed",4500,0.0577814319254654
"Linear","mu","Closed",15000,0.00892323512512091
"Linear","mu","Closed",30000,0.000481001135462137
"Linear","mu","Closed",150,0.00372307794660113
"Linear","mu","Closed",1500,0.00440575672059754
"Linear","mu","Closed",4500,0.100548544160989
"Linear","mu","Closed",15000,0.0112736027760627
"Linear","mu","Closed",30000,0.00437551961858478
"Linear","mu","Closed",150,0.0143716509500267
"Linear","mu","Closed",1500,0.0429731108208201
"Linear","mu","Closed",4500,0.0274787064682475
"Linear","mu","Closed",15000,0.0138268576818168
"Linear","mu","Closed",30000,0.0420124451968402
"Linear","mu","Closed",150,0.0507896903730968
"Linear","mu","Closed",1500,0.0224758310798647
"Linear","mu","Closed",4500,0.0434321524138065
"Linear","mu","Closed",15000,0.0307959802411045
"Linear","mu","Closed",30000,0.0174641863202153
"Linear","mu","Closed",150,0.0444516077758562
"Linear","mu","Closed",1500,0.0180486821560372
"Linear","mu","Closed",4500,0.0222802452815758
"Linear","mu","Closed",15000,0.00736478927538958
"Linear","mu","Closed",30000,0.00520556816940424
"Linear","mu","Closed",150,0.0308252539000548
"Linear","mu","Closed",1500,0.0116295211385146
"Linear","mu","Closed",4500,0.0471466279322438
"Linear","mu","Closed",15000,0.172929731463427
"Linear","mu","Closed",30000,0.0332862634549784
"Linear","mu","Closed",150,0.0467850021379392
"Linear","mu","Closed",1500,6670.91633489228
"Linear","mu","Closed",4500,0.0398441649284071
"Linear","mu","Closed",15000,0.0458630354903303
"Linear","mu","Closed",30000,0.0160043309211733
"Linear","mu","Closed",150,0.0155572166386657
"Linear","mu","Closed",1500,1.00155498816151
"Linear","mu","Closed",4500,0.00252281944168088
"Linear","mu","Closed",15000,0.0221207611392138
"Linear","mu","Closed",30000,0.00784370541480013
"Linear","mu","Closed",150,0.00676473256258545
"Linear","mu","Closed",1500,0.0351170554668978
"Linear","mu","Closed",4500,0.0266847668700551
"Linear","mu","Closed",15000,0.0277635442368879
"Linear","mu","Closed",30000,0.0256508913011286
"Linear","mu","Closed",150,0.0296742612952938
"Linear","mu","Closed",1500,0.0628741374086582
"Linear","mu","Closed",4500,0.0154816657260529
"Linear","mu","Closed",15000,0.0259869450784001
"Linear","mu","Closed",30000,0.015050843366332
"Linear","mu","Closed",150,0.0408205835370196
"Linear","mu","Closed",1500,0.00779001744632129
"Linear","mu","Closed",4500,0.0358426643780452
"Linear","mu","Closed",15000,0.0122876699608921
"Linear","mu","Closed",30000,0.0435622434492232
"Linear","mu","Closed",150,0.0165799205111684
"Linear","mu","Closed",1500,0.0301968695044236
"Linear","mu","Closed",4500,0.0124888722264479
"Linear","mu","Closed",15000,0.0151732839643729
"Linear","mu","Closed",30000,0.00707435709922808
"Linear","mu","Closed",150,0.0323882220258742
"Linear","mu","Closed",1500,0.0102476447004816
"Linear","mu","Closed",4500,0.0172931590059997
"Linear","mu","Closed",15000,0.00117197002667115
"Linear","mu","Closed",30000,0.0251988652856808
"Linear","mu","Closed",150,0.0276985573431278
"Linear","mu","Closed",1500,0.00734051131288886
"Linear","mu","Closed",4500,0.590409475565512
"Linear","mu","Closed",15000,0.0184758271073996
"Linear","mu","Closed",30000,5.49793030533015
"Linear","mu","Closed",150,0.00686794939557288
"Linear","mu","Closed",1500,0.0532344904456075
"Linear","mu","Closed",4500,0.00144932269820986
"Linear","mu","Closed",15000,0.0380407336401849
"Linear","mu","Closed",30000,0.00358696153151842
"Linear","mu","Closed",150,0.0122731933486821
"Linear","mu","Closed",1500,0.00677808217459261
"Linear","mu","Closed",4500,0.0416108912728648
"Linear","mu","Closed",15000,0.0296019424119372
"Linear","mu","Closed",30000,0.00450717330686632
"Linear","mu","Closed",150,0.00239347609783075
"Linear","mu","Closed",1500,0.00050348372393833
"Linear","mu","Closed",4500,0.029020667686839
"Linear","mu","Closed",15000,0.0238545419228252
"Linear","mu","Closed",30000,0.00780521436251858
"Linear","mu","Closed",150,0.0163805500880099
"Linear","mu","Closed",1500,0.0285629407983361
"Linear","mu","Closed",4500,0.0290671608182256
"Linear","mu","Closed",15000,0.000795653357719973
"Linear","mu","Closed",30000,0.00994283820743167
"Linear","mu","Numeric",150,0.00138114637657392
"Linear","mu","Numeric",1500,0.00562751446111219
"Linear","mu","Numeric",4500,0.000806387676343335
"Linear","mu","Numeric",15000,0.0458392137317332
"Linear","mu","Numeric",30000,0.0514353907104367
"Linear","mu","Numeric",150,0.000287653388878868
"Linear","mu","Numeric",1500,0.0192155035959583
"Linear","mu","Numeric",4500,0.0154446075147385
"Linear","mu","Numeric",15000,0.0143360579026555
"Linear","mu","Numeric",30000,0.0426130585396387
"Linear","mu","Numeric",150,0.00225115424584555
"Linear","mu","Numeric",1500,0.0187949178265926
"Linear","mu","Numeric",4500,0.0152381781776205
"Linear","mu","Numeric",15000,0.0311777450192901
"Linear","mu","Numeric",30000,0.0012660326969128
"Linear","mu","Numeric",150,0.0212568924005841
"Linear","mu","Numeric",1500,0.00161711078118321
"Linear","mu","Numeric",4500,0.00952114799862131
"Linear","mu","Numeric",15000,0.0139142773167916
"Linear","mu","Numeric",30000,0.0658884092664038
"Linear","mu","Numeric",150,0.0510858108173658
"Linear","mu","Numeric",1500,0.012992459852981
"Linear","mu","Numeric",4500,0.0105747977573322
"Linear","mu","Numeric",15000,0.0250948912178088
"Linear","mu","Numeric",30000,0.0224668878426571
"Linear","mu","Numeric",150,0.00870916150729383
"Linear","mu","Numeric",1500,0.0308430608636171
"Linear","mu","Numeric",4500,0.0150404459647033
"Linear","mu","Numeric",15000,0.0253480733981111
"Linear","mu","Numeric",30000,0.00519483510358858
"Linear","mu","Numeric",150,0.0106098227683076
"Linear","mu","Numeric",1500,0.0655246227894422
"Linear","mu","Numeric",4500,0.0127871345527403
"Linear","mu","Numeric",15000,0.0010297389771892
"Linear","mu","Numeric",30000,0.0411800161762155
"Linear","mu","Numeric",150,0.00790461266551561
"Linear","mu","Numeric",1500,0.0368300721679397
"Linear","mu","Numeric",4500,0.0124010843037261
"Linear","mu","Numeric",15000,0.00428513708342359
"Linear","mu","Numeric",30000,0.00239270263464871
"Linear","mu","Numeric",150,0.0330671406616827
"Linear","mu","Numeric",1500,0.0166293286004639
"Linear","mu","Numeric",4500,0.0513855908872789
"Linear","mu","Numeric",15000,0.0283883887615217
"Linear","mu","Numeric",30000,0.012648352865397
"Linear","mu","Numeric",150,0.00509422190235536
"Linear","mu","Numeric",1500,0.0211409491692108
"Linear","mu","Numeric",4500,0.0518832502373501
"Linear","mu","Numeric",15000,0.0156870043374163
"Linear","mu","Numeric",30000,0.0542418992160291
"Linear","mu","Numeric",150,0.0143963621654027
"Linear","mu","Numeric",1500,0.0174951507374012
"Linear","mu","Numeric",4500,0.0166623069878957
"Linear","mu","Numeric",15000,0.0299556168308588
"Linear","mu","Numeric",30000,0.0200866859824657
"Linear","mu","Numeric",150,0.0206109163947466
"Linear","mu","Numeric",1500,0.048657915450893
"Linear","mu","Numeric",4500,0.0352939513289713
"Linear","mu","Numeric",15000,0.0416252931102831
"Linear","mu","Numeric",30000,0.0172166466175928
"Linear","mu","Numeric",150,0.0140797512665172
"Linear","mu","Numeric",1500,0.0180294031219666
"Linear","mu","Numeric",4500,0.00762804566814861
"Linear","mu","Numeric",15000,0.0335749931942992
"Linear","mu","Numeric",30000,0.00056091201489109
"Linear","mu","Numeric",150,0.00129153556868792
"Linear","mu","Numeric",1500,0.0240017888109708
"Linear","mu","Numeric",4500,0.00250617289880407
"Linear","mu","Numeric",15000,0.0172225907352536
"Linear","mu","Numeric",30000,0.0285166668135824
"Linear","mu","Numeric",150,0.0173928352267411
"Linear","mu","Numeric",1500,0.0160789678605086
"Linear","mu","Numeric",4500,0.0386595276078263
"Linear","mu","Numeric",15000,0.0123371364993919
"Linear","mu","Numeric",30000,0.0283828475680698
"Linear","mu","Numeric",150,0.0581080907227366
"Linear","mu","Numeric",1500,0.00515340363000941
"Linear","mu","Numeric",4500,0.0211913494758855
"Linear","mu","Numeric",15000,0.0111576322320263
"Linear","mu","Numeric",30000,0.0168004184791457
"Linear","mu","Numeric",150,0.010030288443536
"Linear","mu","Numeric",1500,0.00930676837866214
"Linear","mu","Numeric",4500,0.0288292857968668
"Linear","mu","Numeric",15000,0.00727313752506273
"Linear","mu","Numeric",30000,0.0398266116626522
"Linear","mu","Numeric",150,0.0269818914945465
"Linear","mu","Numeric",1500,0.0573869629204227
"Linear","mu","Numeric",4500,0.0311793026001433
"Linear","mu","Numeric",15000,0.00927252047029909
"Linear","mu","Numeric",30000,0.0242699512594765
"Linear","mu","Numeric",150,0.000195106547939626
"Linear","mu","Numeric",1500,0.0148250320109822
"Linear","mu","Numeric",4500,0.0409304625318295
"Linear","mu","Numeric",15000,0.0179479532887517
"Linear","mu","Numeric",30000,0.033686506720641
"Linear","mu","Numeric",150,0.0374726928947839
"Linear","mu","Numeric",1500,0.00335867354674867
"Linear","mu","Numeric",4500,0.0268870223054802
"Linear","mu","Numeric",15000,0.0373877007393112
"Linear","mu","Numeric",30000,0.00763235213755111
"Linear","mu","Numeric",150,0.0434342996942618
"Linear","mu","Numeric",1500,0.0053176574792953
"Linear","mu","Numeric",4500,0.0208133058052098
"Linear","mu","Numeric",15000,0.0192478619336714
"Linear","mu","Numeric",30000,0.0155817603302373
"Linear","mu","Numeric",150,0.000724022299136403
"Linear","mu","Numeric",1500,0.0148229289296834
"Linear","mu","Numeric",4500,0.0330004717679324
"Linear","mu","Numeric",15000,0.0311326938429079
"Linear","mu","Numeric",30000,0.0110235364729553
"Linear","mu","Numeric",150,0.000684159420770533
"Linear","mu","Numeric",1500,0.0221870221596397
"Linear","mu","Numeric",4500,0.00713277064272452
"Linear","mu","Numeric",15000,0.0285615182428294
"Linear","mu","Numeric",30000,0.0499496942179499
"Linear","mu","Numeric",150,0.0116179527112114
"Linear","mu","Numeric",1500,0.0190508147998826
"Linear","mu","Numeric",4500,0.029033129560903
"Linear","mu","Numeric",15000,0.0247668157379645
"Linear","mu","Numeric",30000,0.0155130484006547
"Linear","mu","Numeric",150,0.0325408137761124
"Linear","mu","Numeric",1500,0.0282438443014201
"Linear","mu","Numeric",4500,0.0190349892642081
"Linear","mu","Numeric",15000,0.0146139320784211
"Linear","mu","Numeric",30000,0.0263362117291688
"Linear","mu","Numeric",150,0.0569886101620242
"Linear","mu","Numeric",1500,0.0122073441847084
"Linear","mu","Numeric",4500,0.0125952153252541
"Linear","mu","Numeric",15000,0.0414667849228895
"Linear","mu","Numeric",30000,0.00793460291558907
"Linear","mu","Numeric",150,0.0416611221610092
"Linear","mu","Numeric",1500,0.00643472023399171
"Linear","mu","Numeric",4500,0.0255157870877552
"Linear","mu","Numeric",15000,0.0161932076058256
"Linear","mu","Numeric",30000,0.0430990203920855
"Linear","mu","Numeric",150,0.0342539027159574
"Linear","mu","Numeric",1500,0.00770555163209915
"Linear","mu","Numeric",4500,0.00348356267755596
"Linear","mu","Numeric",15000,0.0416922313750763
"Linear","mu","Numeric",30000,0.00183753683449373
"Linear","mu","Numeric",150,0.0220564646548539
"Linear","mu","Numeric",1500,0.0252844140864176
"Linear","mu","Numeric",4500,0.0360429488043834
"Linear","mu","Numeric",15000,0.0212271897517443
"Linear","mu","Numeric",30000,0.0248591544000135
"Linear","mu","Numeric",150,0.0385402438624854
"Linear","mu","Numeric",1500,0.0216926063945358
"Linear","mu","Numeric",4500,0.0128087386779364
"Linear","mu","Numeric",15000,0.0201613372551396
"Linear","mu","Numeric",30000,0.0128265826203481
"Linear","mu","Numeric",150,0.0318082215506539
"Linear","mu","Numeric",1500,0.00163277433752707
"Linear","mu","Numeric",4500,0.0399319362626124
"Linear","mu","Numeric",15000,0.0166264642199899
"Linear","mu","Numeric",30000,0.00950010246725879
"Linear","mu","Numeric",150,0.0149606819628316
"Linear","mu","Numeric",1500,0.033912091610293
"Linear","mu","Numeric",4500,0.0699898833807234
"Linear","mu","Numeric",15000,0.0219094342113191
"Linear","mu","Numeric",30000,0.0682777958092722
"Linear","mu","Numeric",150,0.0144784254398307
"Linear","mu","Numeric",1500,0.0287595725333381
"Linear","mu","Numeric",4500,0.0583897743754128
"Linear","mu","Numeric",15000,0.00869490671441489
"Linear","mu","Numeric",30000,0.00204825512711488
"Linear","mu","Numeric",150,0.00372200794027845
"Linear","mu","Numeric",1500,0.00426604093733284
"Linear","mu","Numeric",4500,0.00501756900507825
"Linear","mu","Numeric",15000,0.00919828387892577
"Linear","mu","Numeric",30000,0.00197416790156708
"Linear","mu","Numeric",150,0.0143408107651015
"Linear","mu","Numeric",1500,0.0433418841704855
"Linear","mu","Numeric",4500,0.0278844594166056
"Linear","mu","Numeric",15000,0.0186092742414851
"Linear","mu","Numeric",30000,0.0409761944738734
"Linear","mu","Numeric",150,0.0507828508670897
"Linear","mu","Numeric",1500,0.0220557888048638
"Linear","mu","Numeric",4500,0.0436721019688862
"Linear","mu","Numeric",15000,0.0324724296110983
"Linear","mu","Numeric",30000,0.0158680451856282
"Linear","mu","Numeric",150,0.0444785992355266
"Linear","mu","Numeric",1500,0.0179626298215072
"Linear","mu","Numeric",4500,0.022299292986658
"Linear","mu","Numeric",15000,0.000948167665442778
"Linear","mu","Numeric",30000,0.000236267630270316
"Linear","mu","Numeric",150,0.0307851082965256
"Linear","mu","Numeric",1500,0.0117322676787092
"Linear","mu","Numeric",4500,0.0536561905705465
"Linear","mu","Numeric",15000,0.00783819885323763
"Linear","mu","Numeric",30000,0.0384099036429696
"Linear","mu","Numeric",150,0.0467210337781303
"Linear","mu","Numeric",1500,0.00490198572277498
"Linear","mu","Numeric",4500,0.039080584647165
"Linear","mu","Numeric",15000,0.0463687107861592
"Linear","mu","Numeric",30000,0.0125649272390074
"Linear","mu","Numeric",150,0.0155527410615455
"Linear","mu","Numeric",1500,0.00127949142932637
"Linear","mu","Numeric",4500,0.00345408967439322
"Linear","mu","Numeric",15000,0.0263429415501735
"Linear","mu","Numeric",30000,0.00124530120998618
"Linear","mu","Numeric",150,0.00677069639331448
"Linear","mu","Numeric",1500,0.0354523710996428
"Linear","mu","Numeric",4500,0.0254663463921168
"Linear","mu","Numeric",15000,0.0216453931188944
"Linear","mu","Numeric",30000,0.035372106365937
"Linear","mu","Numeric",150,0.0296833498890507
"Linear","mu","Numeric",1500,0.0624962740294038
"Linear","mu","Numeric",4500,0.0188977170294221
"Linear","mu","Numeric",15000,0.0251501004593999
"Linear","mu","Numeric",30000,0.0208155757563231
"Linear","mu","Numeric",150,0.0408244395779647
"Linear","mu","Numeric",1500,0.00778740458540496
"Linear","mu","Numeric",4500,0.0348351633717089
"Linear","mu","Numeric",15000,0.00860829601733287
"Linear","mu","Numeric",30000,0.0511588137677334
"Linear","mu","Numeric",150,0.0165766425464988
"Linear","mu","Numeric",1500,0.0302112349078772
"Linear","mu","Numeric",4500,0.0125131833208987
"Linear","mu","Numeric",15000,0.00748481769693767
"Linear","mu","Numeric",30000,0.00234446545220107
"Linear","mu","Numeric",150,0.0323869987039195
"Linear","mu","Numeric",1500,0.0105115658823738
"Linear","mu","Numeric",4500,0.0180797640430101
"Linear","mu","Numeric",15000,0.00415295651956497
"Linear","mu","Numeric",30000,0.0272172214218481
"Linear","mu","Numeric",150,0.0277046851155325
"Linear","mu","Numeric",1500,0.00729816038028054
"Linear","mu","Numeric",4500,0.0449895712543328
"Linear","mu","Numeric",15000,0.0255685196023059
"Linear","mu","Numeric",30000,0.0159510263090614
"Linear","mu","Numeric",150,0.00687890185102047
"Linear","mu","Numeric",1500,0.0535021188568151
"Linear","mu","Numeric",4500,0.00191985370996954
"Linear","mu","Numeric",15000,0.0393386904035826
"Linear","mu","Numeric",30000,0.0089003577836094
"Linear","mu","Numeric",150,0.0122819088030664
"Linear","mu","Numeric",1500,0.00682057720417506
"Linear","mu","Numeric",4500,0.0411699730483628
"Linear","mu","Numeric",15000,0.0293173200601801
"Linear","mu","Numeric",30000,0.0232375977863446
"Linear","mu","Numeric",150,0.00287680636472121
"Linear","mu","Numeric",1500,0.000737638897914293
"Linear","mu","Numeric",4500,0.028780352906256
"Linear","mu","Numeric",15000,0.0266515329427097
"Linear","mu","Numeric",30000,0.00788737159658071
"Linear","mu","Numeric",150,0.0163717920216359
"Linear","mu","Numeric",1500,0.0286048533787014
"Linear","mu","Numeric",4500,0.0287757165359772
"Linear","mu","Numeric",15000,0.00021385706276069
"Linear","mu","Numeric",30000,0.00717863119156758
"Linear","sigma","Closed",150,0.0213343530757433
"Linear","sigma","Closed",1500,0.00662749400236233
"Linear","sigma","Closed",4500,0.012860179392092
"Linear","sigma","Closed",15000,0.00346848436642825
"Linear","sigma","Closed",30000,0.003561612339813
"Linear","sigma","Closed",150,0.0324338563475953
"Linear","sigma","Closed",1500,142.878969314694
"Linear","sigma","Closed",4500,0.0170268994884202
"Linear","sigma","Closed",15000,0.0195317225871742
"Linear","sigma","Closed",30000,0.00854768870409861
"Linear","sigma","Closed",150,0.0651000966756639
"Linear","sigma","Closed",1500,0.00603202051726592
"Linear","sigma","Closed",4500,0.00405545727746426
"Linear","sigma","Closed",15000,0.00461846394952189
"Linear","sigma","Closed",30000,0.00524350916938569
"Linear","sigma","Closed",150,0.0119741007352096
"Linear","sigma","Closed",1500,0.00208059570943442
"Linear","sigma","Closed",4500,247.417629371451
"Linear","sigma","Closed",15000,0.00495773379475613
"Linear","sigma","Closed",30000,0.00180638245544577
"Linear","sigma","Closed",150,0.144878424637786
"Linear","sigma","Closed",1500,0.0178847181549761
"Linear","sigma","Closed",4500,0.00639320814821949
"Linear","sigma","Closed",15000,0.0111533454230175
"Linear","sigma","Closed",30000,0.00187359427474757
"Linear","sigma","Closed",150,97.3104021949338
"Linear","sigma","Closed",1500,0.038701386026256
"Linear","sigma","Closed",4500,0.0214570754112729
"Linear","sigma","Closed",15000,0.00190650579200628
"Linear","sigma","Closed",30000,0.00308858735441749
"Linear","sigma","Closed",150,0.0200222223266344
"Linear","sigma","Closed",1500,0.0461207066448127
"Linear","sigma","Closed",4500,0.0118298003577377
"Linear","sigma","Closed",15000,0.00718394420335296
"Linear","sigma","Closed",30000,0.00978390431275715
"Linear","sigma","Closed",150,0.02720890794031
"Linear","sigma","Closed",1500,142.002871839396
"Linear","sigma","Closed",4500,0.00183416199436903
"Linear","sigma","Closed",15000,0.00777978747005174
"Linear","sigma","Closed",30000,0.00712805996104497
"Linear","sigma","Closed",150,0.126711558993655
"Linear","sigma","Closed",1500,0.00764240326191712
"Linear","sigma","Closed",4500,0.0028823503572234
"Linear","sigma","Closed",15000,0.00633373289684954
"Linear","sigma","Closed",30000,0.00155430018204487
"Linear","sigma","Closed",150,0.0226863858014968
"Linear","sigma","Closed",1500,0.00230392051945231
"Linear","sigma","Closed",4500,0.0224496673578376
"Linear","sigma","Closed",15000,0.0014153859863721
"Linear","sigma","Closed",30000,0.00361427305672439
"Linear","sigma","Closed",150,0.0304891945209697
"Linear","sigma","Closed",1500,0.00519327779502828
"Linear","sigma","Closed",4500,0.0234827099791105
"Linear","sigma","Closed",15000,0.00172428810181498
"Linear","sigma","Closed",30000,0.00582644096129163
"Linear","sigma","Closed",150,0.0238906460801012
"Linear","sigma","Closed",1500,1.13816597653636
"Linear","sigma","Closed",4500,0.00358790749641569
"Linear","sigma","Closed",15000,0.00240716348823907
"Linear","sigma","Closed",30000,0.000513103410774522
"Linear","sigma","Closed",150,32.5927888555264
"Linear","sigma","Closed",1500,39.320686806919
"Linear","sigma","Closed",4500,0.000817093996128837
"Linear","sigma","Closed",15000,0.00516203422645504
"Linear","sigma","Closed",30000,0.0086134354423778
"Linear","sigma","Closed",150,0.110730050471539
"Linear","sigma","Closed",1500,0.0238073629555953
"Linear","sigma","Closed",4500,0.00143007381609606
"Linear","sigma","Closed",15000,0.00638019413884083
"Linear","sigma","Closed",30000,0.000678163785477655
"Linear","sigma","Closed",150,28.0456955896477
"Linear","sigma","Closed",1500,0.00329885988459659
"Linear","sigma","Closed",4500,0.00121018474048421
"Linear","sigma","Closed",15000,0.0061818256405749
"Linear","sigma","Closed",30000,0.00270153024151121
"Linear","sigma","Closed",150,0.0539960836561206
"Linear","sigma","Closed",1500,0.0403405734481982
"Linear","sigma","Closed",4500,0.0065657154048034
"Linear","sigma","Closed",15000,0.0025881317473625
"Linear","sigma","Closed",30000,0.0101701129903712
"Linear","sigma","Closed",150,0.0595799785187923
"Linear","sigma","Closed",1500,0.0226428674057115
"Linear","sigma","Closed",4500,0.00479768500861603
"Linear","sigma","Closed",15000,0.00329104056881635
"Linear","sigma","Closed",30000,0.0052574162529608
"Linear","sigma","Closed",150,0.00053517944934948
"Linear","sigma","Closed",1500,0.015569245051601
"Linear","sigma","Closed",4500,0.00797918009795488
"Linear","sigma","Closed",15000,0.00355415480014517
"Linear","sigma","Closed",30000,0.00201658033565921
"Linear","sigma","Closed",150,0.070587900624429
"Linear","sigma","Closed",1500,0.0101476497841537
"Linear","sigma","Closed",4500,0.00109688484134562
"Linear","sigma","Closed",15000,0.00279852188486418
"Linear","sigma","Closed",30000,645.209699503331
"Linear","sigma","Closed",150,0.020825866693035
"Linear","sigma","Closed",1500,0.0268052184199743
"Linear","sigma","Closed",4500,0.0115787521214783
"Linear","sigma","Closed",15000,0.00160682968014081
"Linear","sigma","Closed",30000,0.00261587438563674
"Linear","sigma","Closed",150,0.0904749505198878
"Linear","sigma","Closed",1500,0.00624671523839215
"Linear","sigma","Closed",4500,0.00046049886860744
"Linear","sigma","Closed",15000,0.000385138645262647
"Linear","sigma","Closed",30000,0.00146645985337683
"Linear","sigma","Closed",150,0.0419538616966825
"Linear","sigma","Closed",1500,0.0163013275442342
"Linear","sigma","Closed",4500,0.00301149856290002
"Linear","sigma","Closed",15000,0.00760001409742787
"Linear","sigma","Closed",30000,0.00248110953973405
"Linear","sigma","Closed",150,0.0282743137035287
"Linear","sigma","Closed",1500,0.0145050266309081
"Linear","sigma","Closed",4500,0.00554249579316472
"Linear","sigma","Closed",15000,0.00828677478807827
"Linear","sigma","Closed",30000,0.00495077255204701
"Linear","sigma","Closed",150,0.0460425481349934
"Linear","sigma","Closed",1500,0.00657482796028119
"Linear","sigma","Closed",4500,0.0031739367940629
"Linear","sigma","Closed",15000,0.00108117426273887
"Linear","sigma","Closed",30000,1.01276443951563e-05
"Linear","sigma","Closed",150,0.014949241100964
"Linear","sigma","Closed",1500,141.907480375897
"Linear","sigma","Closed",4500,0.00526241853014531
"Linear","sigma","Closed",15000,0.00806617549458895
"Linear","sigma","Closed",30000,0.00446788857512333
"Linear","sigma","Closed",150,0.0299488949012502
"Linear","sigma","Closed",1500,0.0252801805226255
"Linear","sigma","Closed",4500,0.0289002980416703
"Linear","sigma","Closed",15000,0.00455490834826951
"Linear","sigma","Closed",30000,630.028946072937
"Linear","sigma","Closed",150,0.00422962444253439
"Linear","sigma","Closed",1500,0.00550541159821412
"Linear","sigma","Closed",4500,0.000219517585081467
"Linear","sigma","Closed",15000,0.00394260483889334
"Linear","sigma","Closed",30000,0.0016498059225852
"Linear","sigma","Closed",150,0.0203950677754498
"Linear","sigma","Closed",1500,0.00586084924128816
"Linear","sigma","Closed",4500,0.00571283171716693
"Linear","sigma","Closed",15000,0.00510524579456939
"Linear","sigma","Closed",30000,0.00258214006817359
"Linear","sigma","Closed",150,0.0381245854421186
"Linear","sigma","Closed",1500,0.0228505995183457
"Linear","sigma","Closed",4500,0.0176566890792103
"Linear","sigma","Closed",15000,0.000661446183978232
"Linear","sigma","Closed",30000,0.00279284130827728
"Linear","sigma","Closed",150,0.0195348682244967
"Linear","sigma","Closed",1500,147.274647781442
"Linear","sigma","Closed",4500,0.0165360941606052
"Linear","sigma","Closed",15000,0.00115591336730503
"Linear","sigma","Closed",30000,0.001017712759618
"Linear","sigma","Closed",150,0.0640027711848042
"Linear","sigma","Closed",1500,0.000488036763156748
"Linear","sigma","Closed",4500,0.00446556922018837
"Linear","sigma","Closed",15000,0.00138829171392518
"Linear","sigma","Closed",30000,0.000526822746854302
"Linear","sigma","Closed",150,0.114645527758662
"Linear","sigma","Closed",1500,0.0106276414378452
"Linear","sigma","Closed",4500,0.00897071065745695
