"A","alpha_0","lambda_0","m","mu0","sigma","tau","tc","nu"
0.521120155169933,2.52381630038141,-3.05574859026216,-2.17490697889147,0.246623137860982,0.505703000647545,178.590905354187,2102.59090535419,1.02485061094835
0.196013224102772,2.42626421804342,-7.50811339732789,-5.91771864626781,0.271313316114727,0.500848291166356,193.057466288844,2117.05746628884,0.411657763178826
0.564472652960615,2.58966556167199,-2.97019159658821,-2.04988011177582,0.244000334061005,0.51273006626173,186.999269081005,2110.999269081,1.11729150789047
0.593995139377439,2.90948118842933,-3.56277359217801,-2.20355761085601,0.245520669042657,0.509864786841033,147.104554101771,2071.10455410177,0.711259770018074
1.23751409467835,3.46611509872563,-2.42703374637855,-1.19542996024766,0.205004634247419,0.511384870287975,120.716376196827,2044.71637619683,0.821374355942817
0.810932455724168,2.7959875086904,-2.41004848602699,-1.48548467967413,0.238448977780466,0.531650043091772,217.313416388559,2141.31341638856,1.7710289791715
0.698148330916815,2.84578454658707,-2.89998891602259,-1.81244182942788,0.225652670382752,0.519385855399596,158.818475563583,2082.81847556358,0.903437686916968
0.75816484853221,2.97490256878846,-2.91824571889533,-1.7339701428335,0.227939971139611,0.511036926302982,107.437467353163,2031.43746735316,0.628645823997665
0.605296278176382,2.66868328084734,-2.94148118460709,-1.92879814672239,0.275645674481556,0.528101526995034,204.017354602673,2128.01735460267,1.47577419596251
0.05567282360641,2.43388113861108,-26.6008485520963,-21.6217246858422,0.237065482749526,0.515856936510491,171.861745004857,2095.86174500486,0.0974973358636267
0.944338224282367,3.18422324891794,-2.68422834060716,-1.44920363223226,0.236751233852783,0.527318742099925,160.338314726234,2084.33831472623,1.26378896303782
1.00072771968916,3.07238544367118,-2.35817199043277,-1.32920955672413,0.205866060360557,0.529781638442311,161.08956023159,2085.08956023159,1.27721855608346
0.554131548152308,2.65906543811005,-3.18995959882073,-2.16108095582572,0.238227878851189,0.48644077936215,145.103021490499,2069.1030214905,0.767981671890227
0.770338965348857,3.1860161618366,-3.29423131896462,-1.82456081356017,0.243370516119989,0.526354957526149,158.335261306449,2082.33526130645,1.152599727031
0.363134439276582,2.41306382859611,-4.00876122661278,-3.09992565606911,0.22262319581519,0.511099294224504,198.642833798987,2122.64283379899,0.840692757314232
0.222532603653172,2.68496512425914,-8.09885562850322,-5.78159292287462,0.251152571901921,0.492107866884465,176.833898582373,2100.83389858237,0.383410813937271
0.396685494691507,2.27773910356165,-3.26965284420626,-2.63131234571638,0.239651092627886,0.491769080550875,190.825589264889,2114.82558926489,0.923212157756911
0.884455976796468,3.43166857667057,-3.32869852458982,-1.69787152311211,0.2421168237925,0.534079649807748,209.650305223392,2133.65030522339,1.5971634646971
0.475678024468698,2.25733350120596,-2.67804810899041,-2.18346421977156,0.189289392009499,0.485068565189672,115.547780009821,2039.54778000982,0.531925922250067
0.859591785319264,3.02966437406754,-2.66954221069159,-1.46141128931323,0.300857979548087,0.486541761519187,141.905768379057,2065.90576837906,1.31572215684366
0.401710145946785,2.76370804389055,-4.75347848998388,-3.22532066706471,0.214607440024548,0.528065869339005,163.187458743187,2087.18745874319,0.584868155255644
0.668374638684677,2.95145530433165,-3.25831050030952,-1.99642371733916,0.211511124518358,0.512245640771612,142.024676143457,2066.02467614346,0.682334056218779
0.349955342452282,2.28200806739246,-3.72016096621982,-3.01954560219789,0.240881930357388,0.501704302515351,213.121165021787,2137.12116502179,0.882175077133413
0.556151440889743,2.81872502912268,-3.57151407226948,-2.30694359488861,0.227190834946923,0.511549825743553,126.810418510078,2050.81041851008,0.513536225498772
0.674849504293181,2.86000955765949,-3.03017732763647,-1.90537120625628,0.213626836614767,0.495944568666726,183.530064824736,2107.53006482474,1.16173641345385
0.450874309594925,2.48218641126187,-3.41627879940005,-2.51808419414056,0.234552581163761,0.511012625189452,196.053627791864,2120.05362779186,0.869930499630116
1.64671039951071,3.84613673394943,-2.24580590804409,-0.936326510808614,0.23149775722669,0.486951857132611,133.780721438452,2057.78072143845,1.40740029926087
0.754130248442305,2.91299714678313,-2.8130261300001,-1.65080327686296,0.280558813969543,0.509255901472375,213.117186607672,2137.11718660767,1.91886504559208
1.1292844211715,3.6089444391425,-2.88334801238695,-1.3573913621191,0.240498581053336,0.550256022336024,149.14898138898,2073.14898138898,1.19064577624064
0.555322045760477,2.60724983959381,-3.0602745640833,-2.13164130994124,0.215870246189539,0.498618576833967,241.778926508288,2165.77892650829,1.41422567231889
0.781426264058011,2.56552421074873,-2.10573754001993,-1.36817064094187,0.273394487305647,0.483046565644385,200.527832584177,2124.52783258418,1.94514260139064
1.29938984103083,3.3319803672455,-2.13602046459397,-1.07443028334355,0.207702400025039,0.515643629085656,101.46141981145,2025.46141981145,0.702746176876705
0.835593603778334,3.0086413740002,-2.70823127307803,-1.59339689878851,0.20690492281228,0.537773339947392,99.2815976352706,2023.28159763527,0.51512913168945
0.350859491802851,4.05553723607222,-11.7193510916973,-5.50824419605003,0.271187928236134,0.539727505631781,132.402913926595,2056.4029139266,0.3069885267338
0.44363646713758,3.00372790924058,-5.08433256792706,-3.13929594142061,0.246052346808663,0.506317360036514,128.080725140502,2052.0807251405,0.407472510378491
0.860012607058717,3.33392411365637,-3.23107181929384,-1.69084250162312,0.247457057181335,0.510394281705323,109.756919824084,2033.75691982408,0.568956325017566
0.762459207249139,3.20598759579281,-3.37013323685226,-1.92805676060705,0.174342663068112,0.518461810515454,140.710753681652,2064.71075368165,0.714327403804839
1.08117610544533,3.13449868658043,-2.27185052617483,-1.22103371863241,0.2285445095552,0.495461615371908,153.683080643584,2077.68308064358,1.25944279100796
0.964495654085077,2.98572105678262,-2.31067143515838,-1.27568611393375,0.272128562128675,0.51686333879821,226.950943730223,2150.95094373022,2.30389847831518
1.19869250830844,3.60429288978502,-2.70939526719977,-1.24922494545289,0.25420185700177,0.546484735089847,134.779561946419,2058.77956194642,1.33128138144109
0.628515580205819,2.63545324255846,-2.76270549706875,-1.84317981759278,0.253389723050454,0.487796585725818,156.49600259967,2080.49600259967,1.02638885259024
0.902078638814615,2.58920426423158,-1.85792524993287,-1.17736787490851,0.257764359036164,0.516969127416096,212.558195255583,2136.55819525558,2.39799382011308
0.933891251695405,3.02502029953009,-2.44962885024264,-1.36788125031966,0.251697203830329,0.496749485178226,145.204333633029,2069.20433363303,1.16550168969152
0.0560338789213824,2.58133342749178,-29.7288104631988,-22.8326553483786,0.201029604196998,0.508463899222328,169.773753488829,2093.77375348883,0.0853754233140462
0.616116262910809,2.91248913084709,-3.4419611394556,-2.14663213677214,0.216955148756722,0.50795657297525,158.501338761692,2082.50133876169,0.823398272282343
1.03046267848798,3.18814117986256,-2.46594185187998,-1.33881263772289,0.208133819639636,0.500823859243737,156.733287406683,2080.73328740668,1.19867726673251
0.939044852817187,3.6504672527689,-3.54773020787016,-1.69607038231751,0.247642552063252,0.513272183887414,177.497982287167,2101.49798228717,1.23754483378545
0.12654313085271,2.16923270387191,-9.29637683973633,-8.31767959055584,0.253440347976366,0.519036538567367,170.357513104261,2094.35751310426,0.272705595119549
0.63010121993843,2.72057916222158,-2.93665158220036,-1.93708443241909,0.221758524977043,0.528949548569216,114.08700199895,2038.08700199895,0.625088096295059
0.326106982471028,2.37652124948618,-4.32975492157787,-3.41457112369094,0.229204350661739,0.5010410670602,203.134010281239,2127.13401028124,0.700153253830664
0.732820714795983,3.28523931090674,-3.68193649279269,-2.02304710060934,0.218455660281736,0.547081298981317,161.442245321397,2085.4422453214,0.912407132514672
0.695461808864454,2.82636734476864,-2.87159994472517,-1.8312077188448,0.200799868590885,0.487076364236468,144.208744608934,2068.20874460893,0.860531453490591
0.785135834109434,3.19109650511679,-3.24246342561829,-1.79019902124758,0.241994878510159,0.497572906546169,229.545039191448,2153.54503919145,1.54107750748506
0.0418634758388325,2.34563461111149,-32.856813837114,-27.7543587655304,0.26092859548328,0.532276424494264,171.243066293442,2095.24306629344,0.0755865872532314
1.16563333315366,3.63521018241301,-2.83424313084937,-1.27117984133762,0.288148499324115,0.502836349881408,250.514900842624,2174.51490084262,3.32371105232886
0.573015523718765,2.68525620939251,-3.14590120669226,-2.08843259947123,0.254659427046385,0.518395575851631,207.809349205081,2131.80934920508,1.20931696873341
0.443297521406009,2.85321287494018,-4.59106092219063,-2.9601358186565,0.258033398589087,0.512834112473918,166.531135223246,2090.53113522325,0.703998818806353
1.6811264456148,4.13546712912349,-2.54324837085745,-1.01640477940817,0.213564310635831,0.491986427230326,163.215601009306,2087.21560100931,1.69959632039369
0.881395441922637,3.17780389831996,-2.86433226672617,-1.5503674031715,0.252344380422497,0.526903993527768,202.90048536255,2126.90048536255,1.66537999497756
0.0858310901280128,2.72460133835617,-21.62227125946,-15.6484051461963,0.223473763255721,0.545986582595958,170.728959455528,2094.72895945553,0.131411378438433
0.457917830805321,2.35288990820523,-3.02242593960467,-2.33153982830158,0.237578198907912,0.515146911621303,138.445013656729,2062.44501365673,0.698923182540638
0.596508709071417,2.9745536779778,-3.70823151808834,-2.25298978459929,0.240313022838571,0.546239198123707,131.927945758305,2055.9279457583,0.618566454583153
0.254643607961768,2.37947243563265,-5.55864048311947,-4.44008614615962,0.232075968331572,0.496240922554013,170.227271001829,2094.22727100183,0.442865122391931
0.604765912833686,2.52577751660107,-2.63719892605863,-1.83855855951662,0.24966885459664,0.501361356353168,203.455820868517,2127.45582086852,1.40191491571307
1.08574933785015,3.42856569228536,-2.70667047552429,-1.35094301408503,0.22795073825846,0.53291225497417,252.961289796329,2176.96128979633,2.49216419732673
0.677269116326841,3.02073965083913,-3.36825783805126,-1.97132606758484,0.258762074645878,0.508301579965041,180.845047585967,2104.84504758597,1.41783177820191
0.787702758506508,2.57150992915442,-2.09871783624239,-1.43715135850137,0.195133092317381,0.488132450902199,152.425476455427,2076.42547645543,1.15400886126769
0.722250661680259,2.55172158345258,-2.2538169173531,-1.53749188538108,0.229015034471511,0.487319414273337,213.163010027656,2137.16301002766,1.53961545552071
1.37840210476079,3.96473899593771,-2.85097419171401,-1.19509639920061,0.243068481077832,0.524136105411868,105.030863230953,2029.03086323095,0.926824635060668
0.775807239956123,3.12749813931923,-3.15195711888383,-1.77636450568991,0.239276737549912,0.508443464062435,190.369255586469,2114.36925558647,1.26067492601595
0.415619542848708,2.749374509611,-4.54686282452457,-3.09188812637663,0.215673508919013,0.510302207447262,170.257892622504,2094.2578926225,0.618973533751513
0.742215195072238,3.33181820415298,-3.73914890830439,-1.9942040169961,0.250305544566227,0.545010365089136,181.4562822343,2105.4562822343,1.20297540279694
0.646288299180311,2.87136737906339,-3.18926964792887,-1.99054724368678,0.23088194101697,0.490298017184435,177.428481336906,2101.42848133691,1.05323168763912
0.45923621477197,3.20488026333638,-5.59148928804709,-3.26833700525331,0.221022239778936,0.546023280616096,108.47916978853,2032.47916978853,0.287121334300256
0.522177131473248,2.1947789627046,-2.30623595174499,-1.8398419578681,0.261723612910869,0.497699744769477,144.452027561497,2068.4520275615,0.934619818481973
0.904511070773138,3.20467671049345,-2.83853707008827,-1.51400057816205,0.257496097801365,0.505099439778971,262.815994007287,2186.81599400729,2.32481679927025
0.687463550197188,3.08488423509785,-3.46073284220873,-2.02200729298319,0.221663832717217,0.551476571325259,133.987852516887,2057.98785251689,0.729409235222132
0.306156726046274,2.64521350982493,-5.71370307858493,-4.10021377718728,0.219817900681392,0.499839168204408,170.269049261688,2094.26904926169,0.465321432904298
1.5728285209344,3.91341423405574,-2.43427855666867,-1.05739856437115,0.186670379562682,0.539761971322784,145.931161752757,2069.93116175276,1.26591990259316
0.929739358271556,2.99574757642536,-2.41317726893443,-1.35092706894068,0.2601414255644,0.484965679863611,163.594356419095,2087.5943564191,1.49628712009478
1.01569546817333,3.39373608288857,-2.83486659170916,-1.41631550828591,0.254330954768622,0.509577147981022,146.377167519767,2070.37716751977,1.29928564972921
0.935443281902231,2.91189604665248,-2.26607501239091,-1.33879701761033,0.217628744906842,0.499080793109281,182.814953017173,2106.81495301717,1.56659135221882
0.41816538161512,2.38396321454612,-3.39774695501932,-2.648337609121,0.202165229418994,0.514938891036459,96.9175850728864,2020.91758507289,0.296267122140267
1.58413189052937,4.19868795753489,-2.78212007948048,-1.07688283781851,0.248350238618017,0.525068428876747,157.905482883906,2081.90548288391,1.8122610385234
1.53783312973644,4.20032665939119,-2.86811743492222,-1.15076304124266,0.214900949918418,0.504176579279194,116.082513610342,2040.08251361034,1.11259734777926
0.495116762500904,2.88634631094313,-4.20658098132952,-2.68393680448682,0.230876962233369,0.507126121993016,170.315948375018,2094.31594837502,0.82974666327371
1.0157739400516,2.83244675346094,-1.97454234029273,-1.20019086059014,0.194040002094249,0.516890681278673,178.667601993428,2102.66760199343,1.77056197915575
0.786227506319586,3.08171486355039,-3.0197895723223,-1.76064111892079,0.199170029112066,0.545660752078334,123.146920787803,2047.1469207878,0.657273635199012
0.692557776477468,3.36587380864415,-4.08958894135141,-2.20716002683296,0.222871028311547,0.5370045301918,114.0245963853,2038.0245963853,0.456046443888533
0.672710201065419,3.11664440038814,-3.6098279404292,-2.06547086105477,0.251012816056188,0.502450062619699,204.338010792791,2128.33801079279,1.31762050799266
0.659630138885465,3.00454898963249,-3.42135467246634,-2.0249703272639,0.252479422613419,0.503355582840697,186.294048297853,2110.29404829785,1.31804197587065
0.819274378973908,3.45699235608082,-3.64676244513129,-1.86818890442972,0.241600224097955,0.53361541143533,147.449866618281,2071.44986661828,0.840773044770521
353.924182632573,2.77543073848168,-0.00544114824735348,0.26714091501474,0.271061854688652,0.491873775878126,164.890616295791,2088.89061629579,1.4833925783096e-08
0.992780094739033,3.0121014279575,-2.28468395478067,-1.24150498347364,0.275498350859566,0.484394911401963,170.247364030251,2094.24736403025,1.7130985121713
0.68400188460494,2.76070017547849,-2.78561566511214,-1.75110355573028,0.266946567825292,0.494562231926288,187.126026734744,2111.12602673474,1.53793094647738
0.562917101733562,2.68730841923409,-3.20723358636941,-2.16123141617506,0.225717222406215,0.527539105694985,157.836268001826,2081.83626800183,0.779541732304269
1.83167460116114,4.32559269579077,-2.55377676772081,-0.936934124090678,0.243841296676928,0.521158198320205,91.749466039368,2015.74946603937,0.702014267147251
0.97745538886513,3.22480835521298,-2.65981165133419,-1.45365025885508,0.195943365544051,0.499282484047237,224.800650510388,2148.80065051039,1.78500723223233
0.273355035932898,2.50979645768733,-5.76089465255558,-4.32107828991406,0.269648288657963,0.50035611992687,188.358781594,2112.358781594,0.587753736408994
0.358934976334042,2.65402597134401,-4.90607931867664,-3.42907977717674,0.26800485699673,0.507016436830259,215.306143587576,2139.30614358758,0.830820693885937
0.785068803633211,3.16517725792413,-3.19027677183081,-1.75580014424592,0.260059639811248,0.530389883854421,187.661904588325,2111.66190458833,1.38811058854216
0.451632468793071,2.52302918741882,-3.52370385237065,-2.57782038376308,0.21541234611713,0.507152255183578,175.712334808748,2099.71233480875,0.809957165930971
0.118971287576556,2.56352756683896,-13.8093688817869,-10.5569204781249,0.216803245716311,0.50094260520003,196.923242551004,2120.923242551,0.188984925542161
1.09969300186687,3.47655826714679,-2.74768898327724,-1.36735304130633,0.213341871385165,0.528781839408578,122.587507622443,2046.58750762244,0.772361354740754
0.795577877521345,3.01161571577543,-2.8500758617632,-1.69692612270962,0.195796011016776,0.518232009689182,110.366301789742,2034.36630178974,0.550339603219013
0.87526302512023,3.05287476835669,-2.66206959616186,-1.5224848413119,0.221490787006983,0.523806627759193,173.452371342202,2097.4523713422,1.32466096419109
0.719389948418523,2.80923507637712,-2.74253265968497,-1.74974539289175,0.202766650508923,0.497831546832791,126.772614298919,2050.77261429892,0.650452794766965
0.570135583460209,2.63563632701592,-3.04602056502354,-2.11276035466332,0.198651530050121,0.519759359760466,184.671823424844,2108.67182342484,0.960082384761627
0.744175399674796,2.94645779989646,-2.91652128327695,-1.74438443455363,0.235295222409007,0.492508538962182,175.832705316053,2099.83270531605,1.26918729092269
0.575382515787048,3.0062898041875,-3.92685654272933,-2.38171925301732,0.230707890406817,0.512773273135388,178.70434506624,2102.70434506624,1.02782885897018
0.388473507890653,2.52561478499149,-4.10499680969436,-3.01329572234953,0.237395423496126,0.493493728042412,184.109017464171,2108.10901746417,0.87294940983292
0.416341551188509,2.52186108922452,-3.81884977321487,-2.74534114903106,0.283255302638837,0.511833841082579,201.691163204928,2125.69116320493,1.04112432536917
0.387693135644412,2.64444895807743,-4.50943649044304,-3.16018167992187,0.250310684976337,0.485393593576744,154.351298154749,2078.35129815475,0.597403120008771
0.931503651385332,3.14541964031044,-2.65529413087559,-1.43416717996546,0.254188864389579,0.527781097197337,137.447111767553,2061.44711176755,1.16005351322138
1.02448623560507,3.32888305497405,-2.70415111705932,-1.4525730551085,0.172086671533899,0.513305059594145,116.607627100542,2040.60762710054,0.720921790239376
1.99070713116658,4.00327734433655,-2.01263024138146,-0.803730142814687,0.201761142583628,0.501748704185611,127.418634465298,2051.4186344653,1.15385018363827
0.385129914142288,2.63776578455425,-4.51653330387268,-3.19283485679899,0.231679427463683,0.494227660454555,184.245626708602,2108.2456267086,0.756977536498199
0.881532981970741,3.01390800443288,-2.57609234281778,-1.4815558468591,0.227913943876941,0.529493302732078,128.014054431606,2052.01405443161,0.869684794823505
1.16532325015582,3.30908289828605,-2.34913995457162,-1.17488303756521,0.244930262239615,0.51340405367272,145.14843354353,2069.14843354353,1.41882947185541
0.630160561748182,3.07380395771992,-3.74835849147851,-2.19714876499225,0.241756606356784,0.496174962096994,131.478955834004,2055.478955834,0.596384654990779
0.610482131948018,3.10100680564803,-3.9379707879371,-2.29026394122891,0.249537506974717,0.496595853747727,167.95935634328,2091.95935634328,0.846793183767253
0.969801656676532,3.70023459398575,-3.52951965906355,-1.67158292359481,0.236144583628833,0.529740053929653,219.171895658666,2143.17189565867,1.67729540770975
0.990508991867972,2.93135194117069,-2.16879005479805,-1.25631425920435,0.223405745983356,0.488813481567495,118.282626892383,2042.28262689238,0.846499878447681
0.655260323528017,2.80496496244286,-3.00179491952547,-1.9175221854072,0.2228217830331,0.509957655223808,193.743085338388,2117.74308533839,1.19299747941758
0.897757783912835,3.0249871147007,-2.54816700230185,-1.44861302080066,0.236132669465836,0.494298474410612,216.647108178773,2140.64710817877,2.04686573842783
0.545879995961863,2.58228552074728,-3.053875650321,-2.11555365560407,0.249696527448687,0.474176641486805,124.688676001417,2048.68867600142,0.525065502090569
0.952940481663654,2.8729019846778,-2.16528890638491,-1.29295573225044,0.21443221062625,0.515448925366388,165.041966245994,2089.04196624599,1.51833687589729
1.15688508821837,3.15738074802019,-2.15428768368886,-1.16269373494616,0.201910571987482,0.526256464510655,170.266915508856,2094.26691550886,1.58488384809072
0.723502416974693,2.84283089185639,-2.79255718090285,-1.73205902707213,0.232572206465151,0.50419424948707,197.779805201355,2121.77980520135,1.4484122144232
0.746572517476416,3.07205239412253,-3.16027769952438,-1.81555879797853,0.241878572276382,0.528231028104407,146.549759772488,2070.54975977249,0.921205663046924
0.674681266254524,2.96876043377304,-3.26581563545719,-2.0054567819981,0.194663913700212,0.525786533850212,190.658912738785,2114.65891273878,1.13110404589714
0.661530411572039,2.86655118618332,-3.10534314041668,-1.91774710624938,0.248858643115452,0.520698251578286,198.007580081145,2122.00758008115,1.30988432947714
0.905938459369227,2.77072193890263,-2.11849380698042,-1.29205109795157,0.237148766701374,0.468644009189242,123.942385163439,2047.94238516344,1.10969860215943
1.00284379731374,3.31528400861139,-2.73998505230716,-1.3986198976251,0.254321476441251,0.515322094327476,246.489108845295,2170.48910884529,2.13817099632944
1.11306665320221,3.31127859068638,-2.46269301878593,-1.26719034980433,0.220267108902246,0.518672643813887,96.9492998229929,2020.94929982299,0.59916573681476
0.651223318372355,2.78843769307871,-2.98491490891927,-1.87291746580521,0.268005328581228,0.508309932774088,137.401534252674,2061.40153425267,0.984833378901934
0.816640545751839,3.14770976138345,-3.03318173260267,-1.69116103681323,0.236069846932265,0.531534287481623,140.650219961145,2064.65021996114,1.04032237282729
1.09217611159648,3.18127900725108,-2.31659894739476,-1.24049757776514,0.215897125192093,0.498762053318424,97.2366639749758,2021.23666397498,0.568836871594621
0.599043187333053,2.42745042254501,-2.45913636884324,-1.7630553491623,0.263051010006928,0.491309017909701,131.905519559978,2055.90551955998,0.894342372532353
0.916318402431343,3.19197507182545,-2.77979380096496,-1.51047519027169,0.231263851177177,0.512071384864492,137.697493140839,2061.69749314084,1.03534657534325
0.492103613145098,2.73745082126998,-3.80694065167439,-2.59536446207476,0.18601200839512,0.49769013650155,156.882673914612,2080.88267391461,0.649297150760695
0.6861209583193,2.77782499943317,-2.81157120836884,-1.77797621624413,0.246320641147934,0.496964862882068,101.109093160468,2025.10909316047,0.532821712578837
0.0292791659533741,2.02458441691941,-34.9987946015974,-34.3915949614098,0.182211207513743,0.51876797285088,169.594417205559,2093.59441720556,0.053355144319833
1.29769965437645,3.31937706213615,-2.12265296586096,-1.09024711053563,0.188699466563957,0.514984842008246,96.9174171717536,2020.91741717175,0.655569704142565
0.461191886783266,1.97432671122395,-2.11298489541957,-1.93948586193294,0.200975373188234,0.466832705295845,166.3801593294,2090.3801593294,0.941844666257644
0.943239553467674,2.86991034458932,-2.1830046661267,-1.28609483050363,0.235210300329014,0.503013747352851,188.452007819941,2112.45200781994,1.71757073358584
0.305240185311955,3.07321239064152,-7.73541202343669,-4.82809445405773,0.20599433654613,0.53320008494284,189.238012036924,2113.23801203692,0.464072367519694
0.662129158744861,3.09981368804947,-3.62801002406897,-2.06592425628682,0.274868055235537,0.508732814994951,150.513330077001,2074.513330077,0.959077371378175
0.425489771857557,2.76582182936416,-4.49468524142823,-3.01222586959377,0.237936663443666,0.526282183231964,226.475230334755,2150.47523033475,0.921675977844713
0.514029609893681,2.73254188246739,-3.63149563552517,-2.43793489956985,0.220026655439182,0.492068482299082,140.192212621554,2064.19221262155,0.643257798020439
0.572318122078278,3.06785820894537,-4.11124234368828,-2.45367284851127,0.226530774785647,0.526467966082357,117.449805409926,2041.44980540993,0.496486851506824
0.912333068124477,3.42050116497772,-3.20601889495954,-1.6249722553212,0.24961789409067,0.514235111169848,157.74264794355,2081.74264794355,1.10981864321171
0.614326673576328,3.09554936450489,-3.89956446637019,-2.28672871420384,0.232736496775865,0.536090676030346,152.145122048253,2076.14512204825,0.752099400138606
1.13024190737709,3.19667068009951,-2.26029121958546,-1.15061378238606,0.2635395325967,0.518792207535108,212.46603563649,2136.46603563649,2.59109256817795
0.890705185354322,3.18505428726563,-2.84734247078445,-1.56778192852412,0.220157750977476,0.53042190026262,142.137269517853,2066.13726951785,0.997115832160144
1.08241689955291,3.05429345387911,-2.15460154637783,-1.17387744464601,0.236989964732332,0.493302485284628,119.091089381508,2043.09108938151,0.983939746052856
0.772000068974096,2.80543834663579,-2.54873174015177,-1.58398480692052,0.233008778561871,0.507438496423956,210.723182547454,2134.72318254745,1.59569802525408
1.0138295992839,3.31758205227892,-2.71405339747856,-1.36311173157311,0.273051808444965,0.503996088707683,282.439328907856,2206.43932890786,2.62286005364663
0.867577718843056,3.12438458532382,-2.8129407962513,-1.56962789554075,0.231008818303339,0.517042614328305,117.816512880057,2041.81651288006,0.682466404812225
1.22751558165457,3.38973363791113,-2.34015239963358,-1.15427647786719,0.226452894766152,0.513520807044494,172.177378121492,2096.17737812149,1.86623480456738
0.137078564384138,2.40727124800295,-10.5686744085355,-8.56164225995043,0.218983867913767,0.510026788904005,187.962368647834,2111.96236864783,0.260263424952527
1.04389852340731,3.06099649656025,-2.24392010857799,-1.26430043372745,0.201836565187479,0.497915422563919,122.272902684329,2046.27290268433,0.837188566810725
0.679714251844574,2.4558386078305,-2.2182642380029,-1.55271406884844,0.25380874655963,0.506795502338384,226.671261659442,2150.67126165944,2.07072716226181
0.398199114026545,2.4056777552877,-3.63341181486172,-2.79257828413435,0.228118737214789,0.481195776357004,170.259647514999,2094.259647515,0.729264632799979
0.943127366540065,2.82038148610762,-2.10855712849276,-1.25720015811104,0.238028156837766,0.490575225370854,114.752784805925,2038.75278480593,0.989137589964233
0.797419543885204,3.03014420748026,-2.87858944157254,-1.68569028023957,0.214278331463077,0.488233099926942,174.888554406387,2098.88855440639,1.16505728094205
0.298012044933708,2.24197226439009,-4.21664134029597,-3.5220150176986,0.239531373637386,0.505150178585297,165.844619669759,2089.84461966976,0.596776121961501
1.15262618435492,3.45010446935908,-2.58176089764812,-1.28340857566462,0.213219089136334,0.526520706464882,148.433822021679,2072.43382202168,1.11869297056381
1.18107397601761,3.94783708456905,-3.29899268859731,-1.43685949588569,0.234431703790258,0.519140032455193,217.942070877804,2141.9420708778,1.94340603313599
0.245507282591974,2.77464664502676,-7.83954749068811,-5.44198721785571,0.208856650670474,0.500875181747016,90.8266049317157,2014.82660493172,0.133733963621569
0.814245850661274,2.92333058177507,-2.62385791815857,-1.50436191115522,0.290753519522719,0.502458485456039,105.798350290422,2029.79835029042,0.673167359670875
